txn_id,customer_id,card_type,payment_mode,merchant,location,device,is_international,amount,score,predicted,actual,correct,latency_ms,timestamp
TXN-224015,CUST-3449,Visa,Online,Flipkart,Dubai,Laptop,1,171.53536082709672,2.032071961366455e-06,0,0,1,56.256771087646484,2026-05-04 14:45:40.144347
TXN-184569,CUST-4835,Visa,Online,Flipkart,Dubai,Laptop,1,29.668163875344057,1.7979317590288701e-06,0,0,1,50.774335861206055,2026-05-04 14:45:40.216657
TXN-229827,CUST-2758,RuPay,Card Swipe,Flipkart,Delhi,POS,0,125.87343371887847,3.2748250760050723e-06,0,0,1,55.098533630371094,2026-05-04 14:45:40.299855
TXN-243358,CUST-3681,Visa,Online,Electronics,UK,Laptop,1,15.225181702894798,0.9996257722377777,1,1,1,53.551673889160156,2026-05-04 14:45:40.392939
TXN-217394,CUST-1575,MasterCard,UPI,Petrol Pump,Mumbai,Mobile,0,20.900757995646625,1.573720624037378e-06,0,0,1,53.68947982788086,2026-05-04 14:45:40.469527
TXN-115371,CUST-4514,MasterCard,Card Swipe,Electronics,Mumbai,Laptop,0,51.28316056982087,1.542856807645876e-06,0,0,1,50.43482780456543,2026-05-04 14:45:40.545321
TXN-210743,CUST-4930,MasterCard,Card Swipe,Grocery,Bangalore,Laptop,0,110.05303847588104,1.4201272051650449e-06,0,0,1,54.9623966217041,2026-05-04 14:45:40.626614
TXN-152302,CUST-4202,RuPay,UPI,Petrol Pump,Dubai,POS,1,29.900377476304936,1.541200845167623e-06,0,0,1,53.56121063232422,2026-05-04 14:45:40.703919
TXN-222931,CUST-3080,Visa,Online,Amazon,UK,Laptop,1,140.9159087380304,0.9996324479579926,1,1,1,57.030677795410156,2026-05-04 14:45:40.785252
TXN-176165,CUST-1780,MasterCard,UPI,Petrol Pump,USA,Laptop,1,81.67854430858738,1.3572237548942212e-05,0,0,1,51.1629581451416,2026-05-04 14:45:40.873263
TXN-116549,CUST-4593,MasterCard,Online,Petrol Pump,Chennai,Laptop,0,43.72010137592277,3.914550234185299e-06,0,0,1,53.03382873535156,2026-05-04 14:45:40.953577
TXN-211145,CUST-1160,MasterCard,Online,Petrol Pump,Chennai,POS,0,59.275884375637055,3.6217813885741634e-06,0,0,1,48.97046089172363,2026-05-04 14:45:41.025871
TXN-152903,CUST-2238,RuPay,Online,Flipkart,Delhi,Laptop,0,83.6930681795539,9.544185559207108e-06,0,0,1,54.26645278930664,2026-05-04 14:45:41.108850
TXN-327944,CUST-3122,RuPay,UPI,Grocery,USA,Laptop,1,160.75797838511065,1.573720624037378e-06,0,0,1,51.35965347290039,2026-05-04 14:45:41.183859
TXN-368623,CUST-2585,RuPay,Card Swipe,Amazon,USA,Mobile,1,70.23562953570259,3.321415761092794e-06,0,0,1,51.812171936035156,2026-05-04 14:45:41.262566
TXN-358122,CUST-3205,Visa,UPI,Amazon,USA,POS,1,83.13885445628941,8.080240149865858e-06,0,0,1,48.416852951049805,2026-05-04 14:45:41.338925
TXN-176013,CUST-2294,Visa,Card Swipe,Amazon,USA,Laptop,1,62.184087949309294,1.3109580550008104e-06,0,0,1,53.11918258666992,2026-05-04 14:45:41.420993
TXN-335971,CUST-1151,Visa,Card Swipe,Petrol Pump,Dubai,Laptop,1,80.34119240156534,1.6600887420281651e-06,0,0,1,51.78070068359375,2026-05-04 14:45:41.497336
TXN-359618,CUST-3572,Visa,UPI,Flipkart,USA,Laptop,1,81.22121745571071,1.9840454115183093e-06,0,0,1,53.51543426513672,2026-05-04 14:45:41.577501
TXN-290456,CUST-1471,MasterCard,UPI,Electronics,USA,Laptop,1,94.76572051442376,0.9893963241577148,1,1,1,49.03411865234375,2026-05-04 14:45:41.649945
TXN-122292,CUST-3091,RuPay,Card Swipe,Petrol Pump,Mumbai,Mobile,0,118.22912063126054,1.573720624037378e-06,0,0,1,53.64108085632324,2026-05-04 14:45:41.732380
TXN-125511,CUST-4468,MasterCard,UPI,Restaurant,UK,Laptop,1,17.717698452512167,3.3920737223525066e-06,0,0,1,52.06942558288574,2026-05-04 14:45:41.809398
TXN-199499,CUST-2484,MasterCard,UPI,Petrol Pump,USA,Laptop,1,39.53979346110409,2.8451220259739785e-06,0,0,1,50.73118209838867,2026-05-04 14:45:41.886585
TXN-184775,CUST-2211,MasterCard,UPI,Petrol Pump,Dubai,Laptop,1,163.30587936539712,2.3005461571301566e-06,0,0,1,51.68485641479492,2026-05-04 14:45:41.963923
TXN-170633,CUST-3806,MasterCard,UPI,Restaurant,UK,POS,1,9.77102337386786,2.504349140508566e-06,0,0,1,54.41546440124512,2026-05-04 14:45:42.045642
TXN-280586,CUST-2231,Visa,Card Swipe,Grocery,USA,POS,1,11.53778037841544,3.3671180972305592e-06,0,0,1,56.12039566040039,2026-05-04 14:45:42.125638
TXN-349197,CUST-1356,RuPay,Card Swipe,Amazon,UK,Mobile,1,63.68734542042711,4.2497927097429056e-06,0,0,1,52.42323875427246,2026-05-04 14:45:42.200456
TXN-317917,CUST-2626,MasterCard,Online,Flipkart,Chennai,Mobile,0,83.75337944496712,2.32119577958656e-06,0,0,1,50.40717124938965,2026-05-04 14:45:42.276618
TXN-193898,CUST-1436,Visa,UPI,Flipkart,Hyderabad,Laptop,0,116.59916565992448,1.5669320418965071e-06,0,0,1,58.27593803405762,2026-05-04 14:45:42.363485
TXN-152247,CUST-2840,MasterCard,Card Swipe,Flipkart,Dubai,Mobile,1,149.1239551628561,2.4393705189140746e-06,0,0,1,51.91922187805176,2026-05-04 14:45:42.450561
TXN-368048,CUST-2603,RuPay,Card Swipe,Restaurant,UK,Laptop,1,9.678068159139332,3.4912552564492216e-06,0,0,1,52.53148078918457,2026-05-04 14:45:42.530092
TXN-237538,CUST-3050,MasterCard,Online,Grocery,Dubai,POS,1,61.27432476869694,1.4201272051650449e-06,0,0,1,48.871755599975586,2026-05-04 14:45:42.604436
TXN-156627,CUST-4982,Visa,Online,Amazon,USA,Laptop,1,47.67165256411928,1.3109580550008104e-06,0,0,1,53.01785469055176,2026-05-04 14:45:42.686770
TXN-255714,CUST-1525,RuPay,Online,Flipkart,Bangalore,Mobile,0,296.9693834806767,1.7149151290141162e-06,0,0,1,51.14436149597168,2026-05-04 14:45:42.761816
TXN-335838,CUST-2480,Visa,Online,Petrol Pump,USA,POS,1,7.162782859727168,1.4201272051650449e-06,0,0,1,52.114248275756836,2026-05-04 14:45:42.840212
TXN-219290,CUST-3763,RuPay,Online,Grocery,Chennai,Mobile,0,41.81809478590514,2.2523286133946385e-06,0,0,1,53.639888763427734,2026-05-04 14:45:42.918931
TXN-234088,CUST-2618,Visa,UPI,Electronics,USA,Laptop,1,473.7322905312781,0.9995292723178864,1,1,1,54.64005470275879,2026-05-04 14:45:42.997569
TXN-355497,CUST-2506,MasterCard,Online,Flipkart,Dubai,POS,1,34.44839754523819,4.290024207875831e-06,0,0,1,53.882598876953125,2026-05-04 14:45:43.074806
TXN-232714,CUST-2276,RuPay,Card Swipe,Grocery,Mumbai,Laptop,0,44.92782144388504,1.5320844113375642e-06,0,0,1,51.45883560180664,2026-05-04 14:45:43.151142
TXN-242363,CUST-1421,MasterCard,Card Swipe,Electronics,Delhi,Laptop,0,245.11863280428776,1.3109580550008104e-06,0,0,1,48.48933219909668,2026-05-04 14:45:43.225634
TXN-140014,CUST-3286,MasterCard,Online,Petrol Pump,USA,Laptop,1,47.41456038040263,6.197024958964903e-06,0,0,1,47.68228530883789,2026-05-04 14:45:43.302637
TXN-149889,CUST-4212,Visa,Online,Petrol Pump,UK,Mobile,1,71.08954266968335,1.4201272051650449e-06,0,0,1,53.38883399963379,2026-05-04 14:45:43.386022
TXN-328690,CUST-1576,Visa,UPI,Restaurant,Chennai,Laptop,0,4.947224155161878,2.947666416730499e-06,0,0,1,56.53214454650879,2026-05-04 14:45:43.468083
TXN-209234,CUST-1738,Visa,UPI,Flipkart,UK,Mobile,1,69.3734939754821,5.882563982595457e-06,0,0,1,49.82185363769531,2026-05-04 14:45:43.539952
TXN-144255,CUST-2145,MasterCard,Card Swipe,Electronics,USA,Mobile,1,27.185008493965807,2.8510974061646266e-06,0,0,1,49.469947814941406,2026-05-04 14:45:43.616070
TXN-154096,CUST-4143,RuPay,Card Swipe,Grocery,Chennai,POS,0,22.070068903696267,2.032071961366455e-06,0,0,1,50.7965087890625,2026-05-04 14:45:43.694702
TXN-125235,CUST-4414,MasterCard,UPI,Grocery,Bangalore,Mobile,0,4.888442311924923,1.573720624037378e-06,0,0,1,49.36647415161133,2026-05-04 14:45:43.770585
TXN-262367,CUST-2376,Visa,Card Swipe,Amazon,Bangalore,Mobile,0,40.570626178019495,1.542856807645876e-06,0,0,1,49.80731010437012,2026-05-04 14:45:43.850359
TXN-215194,CUST-1946,Visa,Online,Amazon,Bangalore,Mobile,0,215.52969029973025,1.4158283647702774e-06,0,0,1,52.27351188659668,2026-05-04 14:45:43.929563
TXN-377342,CUST-1009,RuPay,Online,Electronics,UK,POS,1,3.4839986582637428,3.6486733279161854e-06,0,0,1,55.94372749328613,2026-05-04 14:45:44.012443
TXN-139992,CUST-3939,MasterCard,Online,Amazon,USA,Laptop,1,177.7770270444977,0.9996257722377777,1,1,1,51.3157844543457,2026-05-04 14:45:44.100997
TXN-353053,CUST-4924,Visa,Card Swipe,Amazon,Hyderabad,Laptop,0,53.459493455096855,1.4285775478128926e-06,0,0,1,51.54728889465332,2026-05-04 14:45:44.180044
TXN-218801,CUST-3103,MasterCard,Card Swipe,Grocery,Hyderabad,POS,0,33.48225563564328,2.1236969587334897e-06,0,0,1,52.654266357421875,2026-05-04 14:45:44.259468
TXN-370025,CUST-1189,MasterCard,Online,Electronics,UK,Mobile,1,49.37457807872741,0.9995292723178864,1,1,1,57.01041221618652,2026-05-04 14:45:44.341641
TXN-149615,CUST-3211,RuPay,UPI,Flipkart,Mumbai,POS,0,1.8311374151544475,2.2523286133946385e-06,0,0,1,65.02628326416016,2026-05-04 14:45:44.442852
TXN-355554,CUST-3326,RuPay,Online,Flipkart,USA,Laptop,1,31.59654833277861,1.4201272051650449e-06,0,0,1,53.784847259521484,2026-05-04 14:45:44.525390
TXN-125153,CUST-3080,MasterCard,UPI,Amazon,USA,Mobile,1,14.319335323502555,0.9991812407970428,1,1,1,55.6797981262207,2026-05-04 14:45:44.605053
TXN-272673,CUST-4246,MasterCard,UPI,Grocery,Chennai,POS,0,40.74831117068767,1.6600887420281651e-06,0,0,1,59.894561767578125,2026-05-04 14:45:44.702129
TXN-265324,CUST-2028,MasterCard,Card Swipe,Amazon,Bangalore,Laptop,0,32.89785494328608,1.941757545864675e-06,0,0,1,57.56425857543945,2026-05-04 14:45:44.793829
TXN-101803,CUST-3686,MasterCard,UPI,Grocery,UK,POS,1,11.459019805337094,1.7047709661710542e-06,0,0,1,55.76777458190918,2026-05-04 14:45:44.885306
TXN-255873,CUST-1144,MasterCard,Card Swipe,Flipkart,Dubai,Laptop,1,19.265827529721577,5.662892363034189e-06,0,0,1,56.14638328552246,2026-05-04 14:45:44.978361
TXN-382652,CUST-2662,MasterCard,UPI,Electronics,UK,POS,1,4.716968080871928,1.7979317590288701e-06,0,0,1,54.03399467468262,2026-05-04 14:45:45.055119
TXN-260873,CUST-2510,MasterCard,Online,Amazon,Dubai,Laptop,1,125.20794504024896,0.9995414018630981,1,1,1,54.34465408325195,2026-05-04 14:45:45.148476
TXN-178329,CUST-1437,MasterCard,Online,Flipkart,UK,Mobile,1,27.86509242912961,5.935789431532612e-06,0,0,1,54.55780029296875,2026-05-04 14:45:45.228050
TXN-248175,CUST-4503,MasterCard,UPI,Electronics,UK,Laptop,1,33.07906221964734,1.9421891011006664e-06,0,0,1,56.62369728088379,2026-05-04 14:45:45.307838
TXN-198936,CUST-4101,MasterCard,Card Swipe,Electronics,Dubai,Mobile,1,9.421425455148874,1.4158283647702774e-06,0,0,1,57.13224411010742,2026-05-04 14:45:45.401307
TXN-294886,CUST-1024,MasterCard,Card Swipe,Grocery,Mumbai,POS,0,20.73878712559329,1.573720624037378e-06,0,0,1,54.35919761657715,2026-05-04 14:45:45.491145
TXN-249454,CUST-4078,MasterCard,Online,Electronics,UK,Laptop,1,229.20342347705812,0.9995414018630981,1,1,1,50.68540573120117,2026-05-04 14:45:45.564970
TXN-363936,CUST-3188,RuPay,UPI,Electronics,Dubai,Laptop,1,56.5738625895232,1.3109580550008104e-06,0,0,1,53.44200134277344,2026-05-04 14:45:45.646688
TXN-268587,CUST-2970,RuPay,Card Swipe,Flipkart,Bangalore,Mobile,0,48.13538463601172,1.3109580550008104e-06,0,0,1,54.76975440979004,2026-05-04 14:45:45.725859
TXN-131318,CUST-1350,MasterCard,UPI,Restaurant,Bangalore,Mobile,0,5.242587664613048,1.4201272051650449e-06,0,0,1,55.04274368286133,2026-05-04 14:45:45.806257
TXN-265275,CUST-3939,RuPay,Card Swipe,Amazon,Bangalore,Mobile,0,96.93714332194403,1.4544411897077225e-05,0,0,1,55.20200729370117,2026-05-04 14:45:45.899530
TXN-376416,CUST-3459,RuPay,UPI,Grocery,Bangalore,Laptop,0,59.18856104016328,2.1987000309309224e-06,0,0,1,52.66737937927246,2026-05-04 14:45:45.976285
TXN-114037,CUST-1239,MasterCard,UPI,Flipkart,UK,POS,1,186.70711331893665,1.6713371451260173e-06,0,0,1,52.2913932800293,2026-05-04 14:45:46.052114
TXN-214674,CUST-4086,RuPay,Online,Grocery,Bangalore,Laptop,0,123.47972426628615,1.4143087128104526e-06,0,0,1,53.223609924316406,2026-05-04 14:45:46.130254
TXN-261508,CUST-1133,RuPay,Card Swipe,Electronics,Chennai,POS,0,54.8618724460417,1.4201272051650449e-06,0,0,1,53.139448165893555,2026-05-04 14:45:46.207833
TXN-186534,CUST-3371,RuPay,Online,Amazon,Chennai,Laptop,0,85.75359215218701,3.017058588739019e-06,0,0,1,54.49700355529785,2026-05-04 14:45:46.287691
TXN-306468,CUST-3355,MasterCard,Online,Grocery,Hyderabad,Laptop,0,51.19006204830625,1.4201272051650449e-06,0,0,1,55.40180206298828,2026-05-04 14:45:46.365838
TXN-236363,CUST-3840,MasterCard,Card Swipe,Restaurant,Bangalore,POS,0,5.282094834186057,1.4201272051650449e-06,0,0,1,54.97574806213379,2026-05-04 14:45:46.443251
TXN-370439,CUST-1853,RuPay,Card Swipe,Electronics,Hyderabad,Mobile,0,29.48053862987381,4.985030045645544e-06,0,0,1,57.55805969238281,2026-05-04 14:45:46.523499
TXN-132386,CUST-3152,Visa,Card Swipe,Restaurant,USA,Laptop,1,42.65585822595244,1.4201272051650449e-06,0,0,1,57.47199058532715,2026-05-04 14:45:46.617762
TXN-272374,CUST-1332,MasterCard,UPI,Electronics,Chennai,POS,0,42.45884204706293,7.172663572418969e-06,0,0,1,55.93585968017578,2026-05-04 14:45:46.709781
TXN-315962,CUST-1140,MasterCard,Card Swipe,Electronics,Bangalore,Laptop,0,139.5718013482002,1.659469717196771e-06,0,0,1,51.9716739654541,2026-05-04 14:45:46.800512
TXN-119484,CUST-1167,RuPay,Card Swipe,Restaurant,Mumbai,Mobile,0,9.801638075632212,2.1949877009319607e-06,0,0,1,54.69560623168945,2026-05-04 14:45:46.881494
TXN-250817,CUST-3839,RuPay,Card Swipe,Petrol Pump,USA,Laptop,1,41.48827037876568,2.1949877009319607e-06,0,0,1,56.481361389160156,2026-05-04 14:45:46.961052
TXN-352280,CUST-4137,Visa,UPI,Electronics,Hyderabad,POS,0,17.557358507662173,1.4201272051650449e-06,0,0,1,53.23672294616699,2026-05-04 14:45:47.050419
TXN-360761,CUST-4320,Visa,Card Swipe,Petrol Pump,Mumbai,Mobile,0,6.777458033521257,2.1223972908046562e-06,0,0,1,56.05626106262207,2026-05-04 14:45:47.132189
TXN-319073,CUST-2800,Visa,UPI,Electronics,Mumbai,POS,0,42.26334877958461,1.4201272051650449e-06,0,0,1,54.09955978393555,2026-05-04 14:45:47.223855
TXN-155215,CUST-3767,RuPay,Online,Restaurant,Chennai,Laptop,0,80.98586914553358,2.898631692005438e-06,0,0,1,56.077003479003906,2026-05-04 14:45:47.303937
TXN-198842,CUST-3675,Visa,UPI,Amazon,USA,POS,1,95.585121406089,4.6571340135415085e-06,0,0,1,53.68447303771973,2026-05-04 14:45:47.379947
TXN-239219,CUST-1937,RuPay,Online,Restaurant,Dubai,Mobile,1,15.76784868363498,1.4158283647702774e-06,0,0,1,54.087162017822266,2026-05-04 14:45:47.458243
TXN-218150,CUST-2160,RuPay,Online,Amazon,Delhi,Mobile,0,24.433574516883013,1.527446556792711e-06,0,0,1,54.05545234680176,2026-05-04 14:45:47.537194
TXN-199470,CUST-4578,MasterCard,Online,Amazon,USA,Laptop,1,21.79690651389623,0.9995414018630981,1,1,1,51.29647254943848,2026-05-04 14:45:47.611490
TXN-309318,CUST-1577,MasterCard,Card Swipe,Restaurant,Delhi,Laptop,0,82.47279186267319,4.601819455274381e-06,0,0,1,54.08477783203125,2026-05-04 14:45:47.690903
TXN-112809,CUST-2230,RuPay,Card Swipe,Grocery,Delhi,POS,0,11.124206468205497,1.3109580550008104e-06,0,0,1,55.26232719421387,2026-05-04 14:45:47.771625
TXN-110849,CUST-1671,RuPay,Online,Electronics,UK,Laptop,1,19.736446099198627,1.3109580550008104e-06,0,0,1,53.43341827392578,2026-05-04 14:45:47.861268
TXN-220707,CUST-2288,RuPay,Online,Electronics,Chennai,Mobile,0,106.78651016962388,1.7979317590288701e-06,0,0,1,56.49924278259277,2026-05-04 14:45:47.943045
TXN-345709,CUST-1793,Visa,Card Swipe,Flipkart,Dubai,POS,1,29.58594131552526,1.3109580550008104e-06,0,0,1,53.908348083496094,2026-05-04 14:45:48.034267
TXN-352377,CUST-3176,MasterCard,UPI,Petrol Pump,Chennai,Mobile,0,116.2004386652665,7.95978030510014e-06,0,0,1,56.3349723815918,2026-05-04 14:45:48.114856
TXN-151862,CUST-4154,Visa,UPI,Restaurant,Mumbai,Laptop,0,68.59332259291666,1.947653345268918e-06,0,0,1,56.20002746582031,2026-05-04 14:45:48.206779
TXN-296816,CUST-3759,MasterCard,Card Swipe,Amazon,Chennai,Laptop,0,10.052737697562124,2.946356744359946e-06,0,0,1,58.44593048095703,2026-05-04 14:45:48.302907
TXN-350105,CUST-2100,MasterCard,Online,Amazon,Mumbai,Mobile,0,94.53928877765787,1.3109580550008104e-06,0,0,1,58.67719650268555,2026-05-04 14:45:48.395903
TXN-300241,CUST-1062,MasterCard,Online,Amazon,Dubai,Laptop,1,114.75139722404477,0.9995414018630981,1,1,1,50.72951316833496,2026-05-04 14:45:48.480044
TXN-172076,CUST-4851,MasterCard,Online,Flipkart,Delhi,Laptop,0,22.7414067948372,3.3008968784997705e-06,0,0,1,45.531272888183594,2026-05-04 14:45:48.552587
TXN-105819,CUST-2474,Visa,UPI,Amazon,Dubai,Laptop,1,76.76319577654942,2.634940074131009e-06,0,0,1,49.532175064086914,2026-05-04 14:45:48.635118
TXN-319562,CUST-1727,Visa,Card Swipe,Amazon,Delhi,Mobile,0,86.4146304448355,4.0851946323527955e-06,0,0,1,49.616336822509766,2026-05-04 14:45:48.713729
TXN-111822,CUST-3243,Visa,Online,Grocery,Bangalore,Mobile,0,43.65389172374788,2.6322400117351208e-06,0,0,1,46.00644111633301,2026-05-04 14:45:48.789732
TXN-230315,CUST-1708,MasterCard,UPI,Grocery,Delhi,Laptop,0,80.3087117913345,1.4285775478128926e-06,0,0,1,45.003652572631836,2026-05-04 14:45:48.867256
TXN-207367,CUST-4647,MasterCard,Card Swipe,Flipkart,UK,POS,1,31.74516560574695,4.057286787428893e-06,0,0,1,50.435781478881836,2026-05-04 14:45:48.950991
TXN-108705,CUST-1052,Visa,Online,Amazon,Dubai,Mobile,1,135.2424146269326,0.999243974685669,1,1,1,50.53091049194336,2026-05-04 14:45:49.030528
